name,lat,lon,説明,住所
083-3 中舟田公園北側フェンス,35.6577830555556,139.297670277778,ポスター掲示場,長房町３０５－３先
083-4 長房児童館南側塀,35.6571447222222,139.298473055556,ポスター掲示場,長房町３４１
083-5 長房東アパート人形塚公園西側,35.6584086111111,139.300915555556,ポスター掲示場,長房町４０４－２先
083-6 開戸橋南,35.6575983333333,139.296156666667,ポスター掲示場,長房町７１３
084-1 めじろ台駅前道路沿い植込,35.6436530555556,139.306923333333,ポスター掲示場,めじろ台１－１
084-2 めじろ台西公園西側植込,35.6432530555556,139.300032777778,ポスター掲示場,めじろ台４－４０
084-3 めじろ台二丁目公園西側,35.6425983333333,139.310794722222,ポスター掲示場,めじろ台２－２２－１６先
084-4 向原公園北側フェンス,35.6398,139.311442222222,ポスター掲示場,めじろ台２－６８
084-5 めじろ台南公園,35.6399872222222,139.306889722222,ポスター掲示場,めじろ台３－４３
084-6 めじろ台中公園内植込,35.6433327777778,139.301239166667,ポスター掲示場,めじろ台４－９５－６先
084-7 めじろ台富士見公園,35.6444913888889,139.309701388889,ポスター掲示場,めじろ台１－２－２先
085-1 横山中学校南東フェンス,35.6488594444444,139.303995833333,ポスター掲示場,散田町５－２２－３６
085-2 散田公園西側,35.6494516666667,139.301897777778,ポスター掲示場,散田町５－１３－６
085-3 散田小学校正門横フェンス,35.6476880555556,139.302457777778,ポスター掲示場,散田町５－２３－１
085-4 椿公園北側フェンス,35.6458088888889,139.300356666667,ポスター掲示場,散田町５－２８
085-5 中散田公園南側フェンス,35.6511255555556,139.303500277778,ポスター掲示場,散田町４－９
085-6 横山中学校北側フェンス,35.6492027777778,139.302937777778,ポスター掲示場,散田町５－２２－３６
086-1 船田運動広場フェンス,35.6558577777778,139.289284722222,ポスター掲示場,城山手１－３０
086-2 長房北アパート汚水処理場北側フェンス,35.6565916666667,139.290905833333,ポスター掲示場,長房町７１９
086-3 長房北アパート７５号棟跡地北側,35.65712,139.293375,ポスター掲示場,長房町７１９
086-4 出羽山公園南側,35.6554019444444,139.2866075,ポスター掲示場,城山手１－４
086-5 出羽山公園東側,35.6555866666667,139.287678055556,ポスター掲示場,城山手１－４
086-6 出羽山公園西側,35.6565991666667,139.285090833333,ポスター掲示場,城山手１－４
086-7 城山手こぶし公園敷地内北側,35.6520772222222,139.286016944444,ポスター掲示場,城山手１－２２
087-1 長房アパート西２９号棟南側フェンス,35.6558141666667,139.2949075,ポスター掲示場,長房町５８８
087-2 長房アパート西３号棟北側バス停後方,35.6536266666667,139.291694444444,ポスター掲示場,長房町５８８
087-3 長房アパート西１号棟南側バス停前,35.6527991666667,139.292071111111,ポスター掲示場,長房町５８８
087-4 長房アパート西２８号棟北側駐車場南側フェンス,35.6559369444444,139.293200277778,ポスター掲示場,長房町５８８
087-5 長房南アパート52号棟東側公園北側フェンス,35.6546752777778,139.296754722222,ポスター掲示場,長房町５２０
087-6 長房南アパート船田遺跡公園北側,35.6537244444444,139.294932222222,ポスター掲示場,長房町５８８
100-1 ゆりのき台中央公園,35.627525,139.301213888889,ポスター掲示場,館町２３００－１６８
100-2 たてまち幼稚園前市道脇フェンス,35.6277455555556,139.294583055556,ポスター掲示場,館町２４３５－１
100-3 椚田中学校校庭側門フェンス,35.6342208333333,139.309811944444,ポスター掲示場,椚田町１７２
100-4 館事務所南側フェンス,35.6342233333333,139.306455833333,ポスター掲示場,館町１５６
100-5 ひまわり保育園南側,35.6326080555556,139.299555833333,ポスター掲示場,館町１６０１
100-6 八王子医療センターバス折り返し場手前空地,35.6310163888889,139.290124444444,ポスター掲示場,館町１１６３
100-7 上館バス停向かい,35.6337438888889,139.287312777778,ポスター掲示場,館町７０１
100-8 横山第一小学校北側フェンス,35.6343797222222,139.304345277778,ポスター掲示場,館町７４
101-1 寺田工務店横,35.6284625,139.308015555556,ポスター掲示場,寺田町８３０－１
101-2 バス停「寺田東」前,35.6253511111111,139.309425555556,ポスター掲示場,寺田町４００－２
101-3 緑が丘小学校正門脇,35.6227533333333,139.309439722222,ポスター掲示場,寺田町４０５－５
101-4 バス停「グリーンヒル寺田」北側寺田緑地,35.6217605555556,139.301764166667,ポスター掲示場,寺田町１０５７先
101-5 グリーンヒル寺田１２７号棟北側歩道,35.6210513888889,139.303626111111,ポスター掲示場,寺田町４３２
101-6 榛名橋先フェンス,35.6289005555556,139.310196944444,ポスター掲示場,寺田町２８３
101-7 バス停「鍛冶谷戸」脇フェンス,35.6224738888889,139.300667222222,ポスター掲示場,寺田町１１０７
101-8 旧稲荷山小学校南側フェンス,35.6199047222222,139.301159444444,ポスター掲示場,寺田町１４５５－３
102-1 寺田緑地,35.6251077777778,139.311623055556,ポスター掲示場,大船町１４２－４８先
102-2 みなみ野下大船公園（大船会館入口脇）,35.6257975,139.315520555556,ポスター掲示場,大船町２５２－６先
102-3 バス停「下大船」前,35.6285813888889,139.313806944444,ポスター掲示場,大船町１０９先
102-4 パルスモ（株）前市道脇,35.6172497222222,139.316483333333,ポスター掲示場,大船町１０４４－２
102-5 都道５０６号線土手,35.6211958333333,139.314102222222,ポスター掲示場,大船町６６７－２
102-6 大船久保田公園東側フェンス,35.6264202777778,139.312056944444,ポスター掲示場,大船町１３５－６
102-7 大船前田緑地北側道路沿い,35.626405,139.314234722222,ポスター掲示場,大船町１５６－１２
103-1 館中学校正門脇,35.6277463888889,139.289899166667,ポスター掲示場,館町２７８６
103-2 高尾山学園正門脇,35.6240663888889,139.289474166667,ポスター掲示場,館町１０９７－３０先
103-3 館ヶ丘団地３－６号棟東側植込,35.6260366666667,139.2871275,ポスター掲示場,館町１０９７
103-4 館ヶ丘団地１－８号棟西側,35.6276905555556,139.285083611111,ポスター掲示場,館町１０９７
103-5 館ヶ丘団地１－１４号棟東側広場,35.6296602777778,139.287125277778,ポスター掲示場,館町１０９７
103-6 高尾山学園北側,35.6248441666667,139.288614444444,ポスター掲示場,館町１０９７－３０先
103-7 信号「医療センター入口」東側,35.6315941666667,139.286638611111,ポスター掲示場,館町１１６３先
104-1 八王子市椚田運動場西側,35.6360255555556,139.313505555556,ポスター掲示場,椚田町５１７－１
104-2 下椚田公園南側フェンス,35.6387377777778,139.315557222222,ポスター掲示場,椚田町５００－２
104-3 二軒在家公園南側コンクリート壁,35.6389325,139.303301666667,ポスター掲示場,椚田町５８２－９
104-4 椚田小学校南側フェンス,35.6364947222222,139.302243611111,ポスター掲示場,椚田町５７１－２
104-5 椚田小学校西側フェンス,35.6373047222222,139.300966944444,ポスター掲示場,椚田町５７１－２
104-6 東京工業高専グランド南側歩道沿い（西寄り）,35.6385408333333,139.295276111111,ポスター掲示場,椚田町１２２０－２
104-7 東京工業高専東側フェンス,35.6386125,139.300770277778,ポスター掲示場,椚田町１２２０－２
104-8 エスフォルタアリーナ東側,35.6393855555556,139.293025833333,ポスター掲示場,狭間町１４５３
110-1 諏訪町公園北東側,35.6777577777778,139.290320277778,ポスター掲示場,諏訪町７
110-2 上壱分方町民家ブロック塀,35.6806441666667,139.289255555556,ポスター掲示場,上壱分方町３０６－１
110-3 元八王子市民センター前植込,35.6830566666667,139.286056388889,ポスター掲示場,上壱分方町７４７－１
110-4 諏訪町・森公園南側フェンス,35.6774230555556,139.292443333333,ポスター掲示場,諏訪町１９６－１２
110-5 上壱分方小学校西側フェンス,35.6837869444444,139.283303055556,ポスター掲示場,上壱分方町７９９－２
110-6 特養ホーム諏訪の森道路沿い花壇,35.6754680555556,139.293766944444,ポスター掲示場,諏訪町１１０－２
110-7 松枝住宅２号棟北側縁地,35.6823694444444,139.293541111111,ポスター掲示場,諏訪町１９２２－１－２
110-8 こどもキャンプ場東側,35.6831869444444,139.28171,ポスター掲示場,上壱分方町３６
111-1 元八王子事務所東側フェンス,35.6711955555556,139.293331111111,ポスター掲示場,大楽寺町４１９－１
111-2 弐分方公園東側,35.6705933333333,139.290264166667,ポスター掲示場,弐分方町７４４－４
111-3 石井ハイツ南側フェンス,35.6668502777778,139.290626944444,ポスター掲示場,元八王子町１－５１４
111-4 ヘアサロンよしもと北側フェンス,35.6732869444444,139.285739166667,ポスター掲示場,弐分方町３８４－１
111-5 元八王子小学校東側フェンス,35.6687522222222,139.292048333333,ポスター掲示場,弐分方町７６１
111-6 四谷中学校東側フェンス,35.677645,139.296924166667,ポスター掲示場,四谷町５５５
111-7 柳沢さくら公園南側植込,35.6718672222222,139.285680833333,ポスター掲示場,弐分方町４６８－８
111-8 消防団第８分団第５部器具置場フェンス,35.6667058333333,139.2884725,ポスター掲示場,元八王子町１－８０－３
112-1 スーパーアルプス横川店駐車場北側フェンス,35.6666358333333,139.303831944444,ポスター掲示場,横川町５４０－１
112-2 横川下原公園北側入口フェンス,35.6676913888889,139.297133333333,ポスター掲示場,横川町８１２
112-3 横川公園南側フェンス,35.6647052777778,139.305975277778,ポスター掲示場,横川町４６７先
112-4 デイサービスセンター東側民家ブロック塀,35.6652411111111,139.297603333333,ポスター掲示場,横川町８９９
112-5 横川つつじ公園,35.6636508333333,139.296374444444,ポスター掲示場,横川町９３７－１５先
112-6 横川西公園フェンス,35.6629625,139.294395,ポスター掲示場,横川町９８０－４先
112-7 つつじヶ丘緑地北側,35.6625883333333,139.298870555556,ポスター掲示場,横川町６１７－１５先
113-1 松子舞西公園フェンス,35.6678425,139.281850833333,ポスター掲示場,川町７８９先
113-2 道場根東公園前植込,35.6638988888889,139.277417777778,ポスター掲示場,元八王子町２－３３５５－４
113-3 梶原谷とちの木公園北側,35.6626472222222,139.274998333333,ポスター掲示場,元八王子町２－３３４４－４
113-4 元八王子町二丁目ガソリンスタンド北側空地フェンス,35.6582769444444,139.2810575,ポスター掲示場,元八王子町２－１９２６－８
113-5 道場根中央公園北東隅切り,35.6650094444444,139.276075,ポスター掲示場,元八王子町２－３３１８－５先
113-6 信号「八王子城跡入口」東側民家ブロック塀,35.6571722222222,139.272551666667,ポスター掲示場,元八王子町３－２４０８
113-7 霞が丘公園南側フェンス,35.6521166666667,139.274449722222,ポスター掲示場,元八王子町３－２１５３－５１先
113-8 高尾台西公園東側フェンス,35.6524680555556,139.269131111111,ポスター掲示場,元八王子町３－２７５０－５４８
114-1 元八王子東小学校北側フェンス,35.6713986111111,139.303563611111,ポスター掲示場,叶谷町１５２１
114-2 西蓮寺陣馬街道側万年塀,35.6692069444444,139.300543055556,ポスター掲示場,大楽寺町５６６
114-3 元八王子東小学校南側ブロック塀,35.6697427777778,139.304320555556,ポスター掲示場,叶谷町１５２１
114-4 八王子泉町住宅３号棟西側フェンス,35.6766616666667,139.2988575,ポスター掲示場,泉町６８２－１
114-5 叶谷公園西側入口脇フェンス,35.6712522222222,139.299851111111,ポスター掲示場,叶谷町１０７２－１
114-6 並木原公園西側植込,35.6771330555556,139.299761944444,ポスター掲示場,泉町１９１１－１３９
114-7 泉町ふれあい公園南側フェンス,35.6748997222222,139.302656111111,ポスター掲示場,泉町１４２３－１１先
114-8 泉町会館前,35.6740366666667,139.302071666667,ポスター掲示場,泉町１３４４
115-1 横川小学校北側フェンス,35.6675522222222,139.308105555556,ポスター掲示場,横川町３０５
115-2 横川小学校西側校門脇フェンス,35.6672294444444,139.306819444444,ポスター掲示場,横川町３０５
115-3 横川町住宅１１号棟北側植込,35.6689236111111,139.307274722222,ポスター掲示場,横川町１０８
115-4 横川町住宅８号棟東側歩道橋下フェンス,35.667765,139.309689722222,ポスター掲示場,横川町１０８
115-5 横川町住宅１号棟東側フェンス,35.6656347222222,139.309274166667,ポスター掲示場,横川町１０８
115-6 横川中学校西側フェンス,35.6680880555556,139.304303055556,ポスター掲示場,横川町３６４
115-7 横川北ちびっ子広場西側,35.6669191666667,139.304343333333,ポスター掲示場,横川町４１８－２先
116-1 川町運動場入口横フェンス,35.6730533333333,139.273729722222,ポスター掲示場,川町１２８
116-2 バス停「タウン入口」向い側空地,35.6678547222222,139.266148055556,ポスター掲示場,川町２９１先
116-3 グリーンタウン高尾内汚水処理場北側フェンス,35.6724230555556,139.274456666667,ポスター掲示場,川町１２８－２７９先
116-4 グリーンタウン高尾バス折返場南側調整池植込,35.6720283333333,139.275810277778,ポスター掲示場,川町２９２先
116-5 よしの沢公園南側植込,35.6706877777778,139.270759166667,ポスター掲示場,川町１２８－１６０先
116-6 バス停「川町落合橋」東側民家ブロック塀,35.6712230555556,139.277493055556,ポスター掲示場,川町１７５
116-7 グリーンタウン高尾内公園南側,35.6708413888889,139.268172222222,ポスター掲示場,川町２４４－３６先
130-1 東京都八王子福祉園南側植込,35.6735766666667,139.264683333333,ポスター掲示場,西寺方町７６
130-2 恩方市民センター北側,35.6741275,139.268476388889,ポスター掲示場,西寺方町２６０－４
130-3 恩方第一小学校北側,35.6702438888889,139.254787777778,ポスター掲示場,下恩方町１３６９
130-4 恩方老人憩いの家駐車場内フェンス,35.6676341666667,139.249029166667,ポスター掲示場,下恩方町３３９５
130-5 恩方第一小学校西側フェンス,35.6689819444444,139.253491666667,ポスター掲示場,下恩方町１３６９
130-6 恩方中学校南側フェンス,35.6691772222222,139.242861388889,ポスター掲示場,上恩方町１１
130-7 恩方上宿公園南側フェンス,35.6713033333333,139.254475833333,ポスター掲示場,下恩方町１３１４
130-8 西東京バス（株）恩方営業所ブロック塀,35.6781238888889,139.256891944444,ポスター掲示場,下恩方町２８１－１
131-1 興慶寺入口,35.6712591666667,139.226937777778,ポスター掲示場,上恩方町１２４１－１
131-2 夕やけ小やけふれあいの里第二駐車場前,35.6707997222222,139.214148333333,ポスター掲示場,上恩方町４７４１先
131-3 夕やけ小やけふれあいの里育苗園（温室）前植込,35.6715411111111,139.216521944444,ポスター掲示場,上恩方町２００８先
131-4 降宿醍醐会館横,35.6786447222222,139.190365555556,ポスター掲示場,上恩方町２９２４
131-5 恩方第二小学校正門脇,35.6717908333333,139.210391388889,ポスター掲示場,上恩方町２１９３
131-6 案下会館付近,35.6636327777778,139.191344166667,ポスター掲示場,上恩方町３９９３
132-1 多摩火薬機工（株）前,35.6768986111111,139.246613333333,ポスター掲示場,小津町１３５
132-2 小津町会館入口交差点,35.6789494444444,139.235360833333,ポスター掲示場,小津町５６０
133-1 夕焼け台公園北側フェンス,35.6851675,139.2678975,ポスター掲示場,西寺方町１０１９－４２２先
133-2 陵北児童遊園北側フェンス,35.6827988888889,139.270231111111,ポスター掲示場,西寺方町１０６１－８
133-3 元木まちの広場向かい,35.6795894444444,139.268160555556,ポスター掲示場,下恩方町６１８先
133-4 元木小学校西側フェンス,35.6807019444444,139.263493888889,ポスター掲示場,下恩方町８３５－４
133-5 下恩方地区運動場,35.6774569444444,139.26115,ポスター掲示場,下恩方町３５７－２
133-6 飲食店東側梅林,35.6764541666667,139.268948055556,ポスター掲示場,西寺方町５０８－１
140-1 川口中部まちの広場南側フェンス,35.6936352777778,139.279533055556,ポスター掲示場,川口町９１９－４先
140-2 川口小学校東側民家ブロック塀,35.6916177777778,139.281861666667,ポスター掲示場,川口町９５７
140-3 飲食店向かい側民家ブロック塀,35.6886955555556,139.2871525,ポスター掲示場,川口町１１８４
140-4 鳥栖公園東側フェンス,35.6943377777778,139.281329444444,ポスター掲示場,川口町２６９１－４先
140-5 クリーニング屋前畑,35.6930252777778,139.283338333333,ポスター掲示場,川口町２５８６－３先
140-6 川口東部会館門柱東側フェンス,35.6903133333333,139.288672222222,ポスター掲示場,川口町１９７０－１
140-7 天理教川口分教会西畑北側,35.6921641666667,139.289241111111,ポスター掲示場,川口町２１５９－８先
140-8 堀口児童遊園,35.6909002777778,139.291578888889,ポスター掲示場,川口町１８９０－２３
141-1 楢原桜並木公園北側,35.6864741666667,139.308617777778,ポスター掲示場,楢原町１８１２
141-2 中犬目まちの広場東側民家フェンス,35.6901361111111,139.305490555556,ポスター掲示場,犬目町１
141-3 陶鎔小学校北側フェンス,35.6886152777778,139.307717777778,ポスター掲示場,犬目町５６
141-4 中犬目まちの広場西側フェンス,35.6903397222222,139.305231111111,ポスター掲示場,犬目町１
141-5 堀西公園フェンス,35.6893377777778,139.302500555556,ポスター掲示場,犬目町９６５－３先
141-6 バス停「下犬目」畑前,35.6861802777778,139.310221944444,ポスター掲示場,犬目町８５先
142-1 圏央道上川橋西側畑,35.6985530555556,139.2694075,ポスター掲示場,上川町２３４７－１
142-2 上川中部児童遊園東側,35.7048355555556,139.2546525,ポスター掲示場,上川町１２１７先
142-3 上川口小学校正門前道路南側,35.7050311111111,139.249785,ポスター掲示場,上川町１０９９先
142-4 東京都水道局上川配水所西側斜面,35.71273,139.232081666667,ポスター掲示場,上川町４４８－１
142-5 上川西部会館向かい側民家ブロック塀,35.7112525,139.236099166667,ポスター掲示場,上川町５９６
142-6 ROAD REST南側桃畑,35.7037316666667,139.254500555556,ポスター掲示場,上川町３４６１－１先
142-7 信号「上川橋」東側空地,35.7019113888889,139.259761111111,ポスター掲示場,上川町１７７５先
143-1 石材店向かい側空地,35.6823238888889,139.259395277778,ポスター掲示場,美山町１３１１先
143-2 信号「八王子西インター」東側フェンス,35.6806930555556,139.255815,ポスター掲示場,美山町１３１１先
143-3 バス停「小足」西民家植込,35.693485,139.241889166667,ポスター掲示場,美山町２１８９
143-4 信号「美山小学校東」東側民家塀,35.6892858333333,139.250480555556,ポスター掲示場,美山町１７３７
143-5 美山小学校校庭南側フェンス,35.6902063888889,139.247924444444,ポスター掲示場,美山町１８９２
143-6 バス停「萩園」前フェンス,35.6845263888889,139.254966111111,ポスター掲示場,美山町１３７２－３先
143-7 美山工業団地西側駐車場前,35.6971894444444,139.239394166667,ポスター掲示場,美山町２１６１－３先
144-1 楢原斎場フェンス,35.6809125,139.30141,ポスター掲示場,楢原町１５７８－５
144-2 楢原小学校東側入口手前畑南側,35.6758575,139.309143611111,ポスター掲示場,楢原町２７８先
144-3 清川１号公園西側,35.6713508333333,139.311656666667,ポスター掲示場,清川町６
144-4 清川２号公園西側,35.6715352777778,139.308995833333,ポスター掲示場,清川町３２
144-5 楢原鹿島公園北側,35.6774061111111,139.309266666667,ポスター掲示場,楢原町３１０－３先
144-6 楢原中学校東側植込,35.6777113888889,139.314154444444,ポスター掲示場,楢原町１２３５
144-7 歯科医院東側フェンス,35.6816055555556,139.302286666667,ポスター掲示場,楢原町１４４３－１先
144-8 一本松公園南側フェンス,35.6780858333333,139.308669722222,ポスター掲示場,楢原町３１１－１先
145-1 川口下川原公園南民家ブロック塀,35.685265,139.295376666667,ポスター掲示場,川口町１５１５－１２
145-2 川口やまゆり館南側植込,35.6858216666667,139.298649722222,ポスター掲示場,川口町３８３８
145-3 松枝小学校南側フェンス,35.6847702777778,139.300898333333,ポスター掲示場,楢原町６０１－１３
145-4 都立八王子北高校東側フェンス,35.6853072222222,139.3040075,ポスター掲示場,楢原町６０１
145-5 駒形公園南側フェンス,35.6888102777778,139.29293,ポスター掲示場,川口町１６７４－６先
145-6 唐松公園東側フェンス,35.6902258333333,139.300414722222,ポスター掲示場,川口町１８１１
150-1 宮下町防災倉庫フェンス,35.7030425,139.315982222222,ポスター掲示場,宮下町１４５先
150-2 旧加住中学校正門脇フェンス,35.7039369444444,139.31346,ポスター掲示場,宮下町１０８－７
150-3 加住市民センター前植込,35.6995061111111,139.323586666667,ポスター掲示場,加住町１－３３８
150-4 信号「丹木町二丁目」東,35.6951047222222,139.3296775,ポスター掲示場,丹木町１－１５先
150-5 金子牧場入口畑,35.6929588888889,139.321842777778,ポスター掲示場,加住町２－３９先
150-6 明王公園北側,35.69461,139.324561666667,ポスター掲示場,丹木町３－１８２－４２先
150-7 加住事務所,35.700655,139.316238055556,ポスター掲示場,加住町１－１７０－２
150-8 加住小中学校西側フェンス,35.7016363888889,139.3159675,ポスター掲示場,加住町１－１９１
151-1 道の駅南側フェンス,35.6861744444444,139.341019722222,ポスター掲示場,滝山町１－５９２－２
151-2 信号「純心学園前」南側駐車場フェンス,35.6915452777778,139.334161666667,ポスター掲示場,滝山町２－４０９先
151-3 大雄ビル西側畑,35.6878358333333,139.343136388889,ポスター掲示場,滝山町１－４１２先
151-4 尾崎児童遊園北側,35.6801141666667,139.344500555556,ポスター掲示場,尾崎町６８先
151-5 左入緑地公園南西畑,35.6818219444444,139.3423425,ポスター掲示場,滝山町１－３５３
152-1 創価大学西駐輪場フェンス,35.6878416666667,139.324891666667,ポスター掲示場,谷野町３１１先
152-2 創価大学正門北駐車場フェンス,35.6882988888889,139.330614166667,ポスター掲示場,丹木町１－３３３－１先
152-3 バス停「谷野町南」東畑,35.6833663888889,139.331511388889,ポスター掲示場,谷野町６４６
152-4 谷萩公園北側,35.6869505555556,139.3251625,ポスター掲示場,谷野町３１８－１先
152-5 信号「谷野町南」東側植込,35.6811936111111,139.334708333333,ポスター掲示場,谷野町１２０７先
152-6 谷野栃ヶ澤公園西側,35.6830772222222,139.329108888889,ポスター掲示場,谷野町９６７－６先
153-1 信号「戸吹町西」東畑,35.7086141666667,139.293874166667,ポスター掲示場,戸吹町３３９－１
153-2 戸吹会館東側フェンス,35.7080402777778,139.296282777778,ポスター掲示場,戸吹町１６８－５
153-3 大棚橋南側駐車場フェンス,35.7057686111111,139.296772222222,ポスター掲示場,戸吹町１４６９－１先
153-4 戸吹清掃事業所北側植込,35.7016986111111,139.294350555556,ポスター掲示場,戸吹町１７９８
153-5 戸吹廣町西緑地入口右側フェンス,35.7109036111111,139.286860833333,ポスター掲示場,戸吹町４８０先
154-1 高月集会所南側畑,35.7134672222222,139.320955277778,ポスター掲示場,高月町２２２先
154-2 高月浄水所正門脇フェンス,35.710255,139.323043888889,ポスター掲示場,高月町４００
154-3 不動院東側水路フェンス,35.7067188888889,139.325739444444,ポスター掲示場,高月町１０８７先
154-4 信号「東秋川橋南」東,35.7165744444444,139.318728055556,ポスター掲示場,高月町１２３６
160-1 小坂ビル横用水路ガードフェンス,35.6436991666667,139.328432222222,ポスター掲示場,小比企町１０５３先
160-2 小比企下向公園東側,35.6413841666667,139.331153888889,ポスター掲示場,小比企町１１４７－１４先
160-3 農産物直売所西側フェンス,35.6325444444444,139.319324166667,ポスター掲示場,小比企町３５０６－３先
160-4 聖パウロ病院東側三叉路付近緑地,35.6397677777778,139.317332777778,ポスター掲示場,小比企町５４１－７先
160-5 由井第三小学校東側フェンス,35.6428713888889,139.328040555556,ポスター掲示場,小比企町１２０１
160-6 小比企稲荷前公園北側,35.6432969444444,139.329369444444,ポスター掲示場,小比企町１１４０－１
161-1 由井事務所北側フェンス,35.6434405555556,139.333328055556,ポスター掲示場,片倉町１１９－４
161-2 來光寺公園北側,35.6428461111111,139.343331944444,ポスター掲示場,片倉町４４９
161-3 ＪＲ片倉駅北口フェンス,35.6398288888889,139.341313888889,ポスター掲示場,片倉町７１８
161-4 片倉かまぬき公園西側擁壁植込,35.6361633333333,139.343263888889,ポスター掲示場,片倉町１１７５－１
161-5 由井市民センター西側塀,35.6410208333333,139.340015555556,ポスター掲示場,片倉町７０２－１
161-6 由井かたくら学童保育所北側フェンス前,35.6366091666667,139.337296388889,ポスター掲示場,西片倉町１－１４－１
161-7 片倉つどいの森公園西側,35.6372422222222,139.3298,ポスター掲示場,片倉町３５０６
161-8 川久保公園東側フェンス,35.6413513888889,139.340707777778,ポスター掲示場,片倉町７０２
162-1 みなみ野小学校正門横植込,35.6324505555556,139.323083055556,ポスター掲示場,みなみ野６－１４－１
162-2 みなみ野駅西口ロータリー植込,35.6308994444444,139.330161111111,ポスター掲示場,みなみ野１－２
162-3 兵衛下平公園南側,35.6280797222222,139.330278055556,ポスター掲示場,兵衛１－８
162-4 みなみ野かしのき公園西側,35.6279619444444,139.320268055556,ポスター掲示場,みなみ野４－２６
162-5 みなみ野毘沙門の丘緑地西側,35.6289347222222,139.327661388889,ポスター掲示場,みなみ野２－９
162-6 栃谷戸公園東側植込,35.6292286111111,139.318545277778,ポスター掲示場,みなみ野５－２９
162-7 みなみ野君田小学校東側フェンス,35.6273477777778,139.325853611111,ポスター掲示場,みなみ野４－３－１
162-8 みなみ野菖蒲谷戸公園北西側,35.6292258333333,139.324685277778,ポスター掲示場,みなみ野３－１３
162-9 みなみ野けやき公園南側,35.6316044444444,139.321267777778,ポスター掲示場,みなみ野６－１３
163-1 片倉まちの広場東側農地,35.6329022222222,139.347257222222,ポスター掲示場,片倉町１２２１－１７先
163-2 片倉台小学校北側植込,35.6317308333333,139.346611388889,ポスター掲示場,片倉町１３１８
163-3 都立片倉高校北東側ネットフェンス,35.6303644444444,139.341261666667,ポスター掲示場,片倉町１６４３
163-4 片倉台すずかけ公園,35.6351480555556,139.346441944444,ポスター掲示場,片倉町９３７－１０４
163-5 片倉台中央公園東側,35.6291880555556,139.347761666667,ポスター掲示場,片倉町１３３３－６１
163-6 片倉台坂の上公園東側,35.6280341666667,139.345903611111,ポスター掲示場,片倉町１３９４－６１
163-7 片倉台藤美公園南側,35.6397830555556,139.344836666667,ポスター掲示場,打越町８８８－１２２
164-1 七国公園北東,35.6164427777778,139.324595555556,ポスター掲示場,七国３－５０－１先
164-2 七国第四緑地東側植込,35.6201066666667,139.32146,ポスター掲示場,七国５－２８
164-3 宇津貫公園北側植込,35.6253541666667,139.325541944444,ポスター掲示場,七国６－１
164-4 宇津貫公園南西側植込,35.6239827777778,139.324579166667,ポスター掲示場,七国６－１
164-5 七国君田公園北西側フェンス,35.6240622222222,139.322665833333,ポスター掲示場,七国６－２５
164-6 七国の丘公園西側角,35.6206066666667,139.324111666667,ポスター掲示場,七国２－１３
164-7 兵衛和田内公園南西側,35.6223936111111,139.332484722222,ポスター掲示場,兵衛２－８
164-8 七国シフォンの丘公園,35.6180047222222,139.32485,ポスター掲示場,七国３－４２
170-1 北野公園西側歩道と公園の境,35.6495008333333,139.358364722222,ポスター掲示場,北野町５８５－１
170-2 由井第一小学校北門西側フェンス,35.6459791666667,139.355893333333,ポスター掲示場,打越町３４８－１
170-3 北野駅南口ロータリー植込内,35.6448125,139.352710833333,ポスター掲示場,打越町２００１－１８先
170-4 北野事務所正門西側フェンス,35.6459658333333,139.353089444444,ポスター掲示場,北野町５４９－５
170-5 打越中学校南門西側フェンス,35.6445766666667,139.357377777778,ポスター掲示場,打越町３４９－１
170-6 岸田公園東側,35.6492186111111,139.353772222222,ポスター掲示場,北野町５６９－９先
170-7 信号「新浅川橋南」東側フェンス,35.6529458333333,139.354030555556,ポスター掲示場,北野町５９１－２
170-8 和田公園北西植込,35.6518691666667,139.349705555556,ポスター掲示場,北野町５１３－２２先
171-1 長沼小学校西側道路沿いフェンス,35.6420819444444,139.364484722222,ポスター掲示場,長沼町７０７－３
171-2 ほたる公園南側フェンス,35.6424130555556,139.3710125,ポスター掲示場,長沼町２０３－１先
171-3 向河原公園南側,35.6462222222222,139.362393333333,ポスター掲示場,長沼町１３０２－３先
171-4 春日橋南駐車場フェンス,35.6441613888889,139.361340833333,ポスター掲示場,長沼町８１０先
171-5 長沼駅北口西側ネットフェンス,35.6428280555556,139.366653333333,ポスター掲示場,長沼町７０２－２８
171-6 長沼両田公園西側フェンス,35.6423283333333,139.375721666667,ポスター掲示場,長沼町１０４－２８４先
171-7 長沼山下公園南側,35.6429511111111,139.363813888889,ポスター掲示場,長沼町７９３－３６先
171-8 下谷戸公園東側フェンス,35.6416641666667,139.372328611111,ポスター掲示場,長沼町２７２－４先
172-1 絹ヶ丘緑地北東側フェンス,35.6366916666667,139.357934166667,ポスター掲示場,絹ヶ丘２－１３－４
172-2 絹ヶ丘給水所フェンス,35.6347141666667,139.363281944444,ポスター掲示場,絹ヶ丘１－７３
172-3 ディスカウントストア南側市道フェンス,35.6416963888889,139.3617675,ポスター掲示場,絹ヶ丘１－７－７先
172-4 絹ヶ丘３－１空地,35.6355819444444,139.362536111111,ポスター掲示場,絹ヶ丘３－１
172-5 北野台公園東側フェンス,35.6377761111111,139.36213,ポスター掲示場,絹ヶ丘１－４８－８
